,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
198709,-0.0274,-0.0398,0.0024,-0.0384,-0.0271,0.0299,-0.0637,-0.0254,-0.0231,-0.0179
198710,-0.2102,-0.2694,-0.2735,-0.1841,-0.2592,-0.1239,-0.2807,-0.2045,-0.0693,-0.236
198711,-0.0802,-0.0851,-0.0516,-0.1056,-0.0981,-0.0894,-0.0846,-0.0931,-0.0252,-0.0661
198712,0.0753,0.086,0.1085,0.0678,0.1187,0.0427,0.0856,0.0534,0.0057,0.054
198801,0.0301,0.0448,0.0036,0.0845,-0.0245,0.0977,0.0558,0.0636,0.0977,0.0639
198802,0.0601,0.0627,0.076,0.036,0.0747,0.0132,0.1025,0.042,-0.0142,0.0432
198803,-0.0152,-0.0417,-0.0131,0.0261,-0.0467,-0.0383,-0.0111,-0.0252,-0.0318,-0.0135
198804,-0.0009,0.029,0.016,0.0464,0.026,0.0068,0.0166,-0.02,-0.0029,-0.0036
198805,-0.0029,0.0123,-0.0034,-0.0042,-0.0132,0.0217,-0.0142,-0.0025,0.0359,0.0095
198806,0.0342,0.0826,0.0751,-0.021,0.0941,0.0301,0.0656,0.0268,0.0322,0.0602
198807,0.0162,-0.0082,-0.0234,0.0363,-0.0511,0.0001,-0.0082,0.0049,-0.0026,-0.0059
198808,-0.0022,-0.0668,-0.0441,-0.015,-0.0819,-0.0307,-0.026,-0.0104,-0.0013,-0.0093
198809,0.0649,0.039,0.0343,-0.0248,0.0283,0.0736,0.0823,0.0386,0.0272,0.0413
198810,0.0817,0.0333,0.0069,0.0189,0,0.0279,0.016,0.0122,0.0253,-0.0001
198811,-0.0114,-0.0094,-0.0216,-0.0029,-0.0315,0.0033,-0.0281,-0.0217,-0.0046,-0.0209
198812,0.0351,0.0026,0.0314,0.0186,0.0489,0.0162,0.0156,0.0182,0.0101,0.0096
198901,0.0564,0.0761,0.075,0.0623,0.0709,0.0895,0.0629,0.0678,0.0276,0.0689
198902,-0.014,-0.0299,-0.0209,-0.0127,-0.0376,-0.0122,-0.0186,-0.0115,-0.0182,-0.0041
198903,0.0543,-0.0141,0.012,0.0393,-0.055,0.0557,0.028,0.0494,0.0056,0.0341
198904,0.0573,0.0047,0.0537,0.0251,0.0518,0.0962,0.0555,0.0541,0.0391,0.0468
198905,0.0538,0.023,0.0362,0.0267,0.0246,0.0579,0.0535,0.0341,0.0535,0.0418
198906,0.0148,0.0127,-0.0269,-0.0099,-0.0326,-0.0003,-0.0204,-0.0272,0.0341,0.0084
198907,0.1199,0.0511,0.0764,0.0378,0.0294,0.0855,0.0917,0.139,0.058,0.0816
198908,-0.0199,0.0543,0.0442,0.035,0.0253,0.0103,0.0264,0.0037,-0.008,0.0336
198909,-0.0054,-0.046,-0.0254,0.0137,-0.027,0.0382,-0.0231,0.0241,0.0048,0.0135
198910,-0.0249,-0.057,-0.0436,0.0078,-0.0442,-0.0206,-0.0409,0.0039,0.01,-0.0484
198911,0.0168,-0.0118,0.0307,0.0398,-0.0181,0.0199,0.0126,0.0454,0.0323,-0.0003
198912,0.0136,-0.0145,0.0297,0.06,-0.0109,0.0571,0.0117,0.0105,0.0479,-0.0146
199001,-0.0943,-0.0384,-0.0633,-0.043,-0.0128,-0.1339,-0.0643,-0.0736,-0.0535,-0.0887
199002,-0.0039,0.0513,0.0256,0.031,0.0411,-0.0035,0.0199,-0.0206,0.0021,0.0252
199003,0.0454,0.029,0.0392,-0.0057,0.0446,0.0418,0.0511,0.0385,-0.0075,-0.0026
199004,-0.0027,-0.0404,-0.0273,-0.0354,-0.02,-0.0346,-0.021,0.0029,-0.0551,-0.0346
199005,0.0904,0.0776,0.0808,0.0603,0.1254,0.0938,0.1165,0.1277,0.0543,0.091
199006,0.0203,-0.0225,-0.0059,-0.0204,-0.0117,-0.0471,0.0149,0.0443,0.0075,-0.0164
199007,-0.0081,-0.0348,0.0018,0.0832,-0.0743,-0.0458,-0.0408,0.026,0.0089,-0.0346
199008,-0.0736,-0.1427,-0.1211,-0.0125,-0.1203,-0.1074,-0.1217,-0.068,-0.0664,-0.1138
199009,-0.0411,-0.1058,-0.0801,-0.0157,-0.0665,0.0127,-0.0873,-0.0435,0.0048,-0.1
199010,0.0245,-0.0322,-0.0189,-0.0404,-0.0351,0.028,-0.0309,0.0142,0.0724,-0.0636
199011,0.0656,0.041,0.0741,0.0162,0.1119,0.031,0.1037,0.0949,0.0229,0.1065
199012,0.0441,-0.0044,0.0494,-0.02,0.0416,0.0174,0.0335,0.0278,0.008,0.0546
199101,0.0515,0.0729,0.0646,-0.0205,0.1497,0.0019,0.0935,0.0454,-0.0137,0.0748
199102,0.1029,0.1023,0.0587,0.0852,0.0641,0.0342,0.083,0.0987,0.0484,0.0968
199103,0.0478,0.0116,0.0138,0.0132,0.0075,0.0233,0.0858,0.0542,0.0171,0.031
199104,-0.0097,-0.0235,0.0053,0.0246,-0.029,0.0112,0.0197,-0.0114,-0.0004,0.0128
199105,0.036,0.1472,0.0748,-0.0141,0.0361,-0.0145,0.0765,0.0465,0.0015,0.0496
199106,-0.0495,-0.0446,-0.0426,-0.0365,-0.0881,-0.019,-0.0429,-0.0418,-0.0236,-0.0522
199107,0.0567,-0.0041,0.0313,0.0507,0.0462,0.032,0.0533,0.0846,0.0399,0.047
199108,0.054,-0.0213,0.0191,0.0171,0.0281,0.0083,0.0362,0.0288,0.0352,0.0311
199109,-0.0325,-0.0268,-0.0228,-0.0071,-0.013,0.0054,-0.0325,-0.0036,0.0373,-0.0057
199110,-0.006,-0.0199,0.0148,0.0206,0.0199,0.021,-0.0195,0.0663,0.0123,0.0232
199111,-0.0052,-0.0797,-0.0554,-0.077,-0.0437,-0.0493,-0.0125,-0.0259,0.0189,-0.054
199112,0.1463,0.0764,0.1156,0.0207,0.0912,0.0982,0.1297,0.1654,0.05,0.1262
199201,-0.0305,0.1049,0.0232,-0.0412,0.0664,-0.0261,0.0036,-0.0555,-0.0458,0.0206
199202,0.011,0.1228,0.0219,-0.0052,0.0386,-0.0121,0.0259,-0.0264,-0.0124,0.0313
199203,-0.0156,0.0079,-0.0117,-0.0279,-0.0516,-0.0098,-0.0139,-0.0547,-0.0053,-0.0215
199204,0.0074,0.079,0.03,0.0949,-0.0101,0.0684,-0.0348,-0.0216,0.0269,0.0052
199205,0.0138,-0.0192,-0.0066,0.0318,0.0002,-0.017,0.0023,0.0113,0.0253,0.0151
199206,-0.0288,0.0215,-0.0323,-0.0351,-0.0408,0.0123,-0.0192,-0.0472,0.0054,-0.0001
199207,0.0467,0.0043,0.0297,0.0533,0.0299,0.0537,0.0383,0.058,0.0669,0.0318
199208,0.0085,-0.0946,-0.0349,0.026,-0.0453,-0.0105,-0.0056,-0.0337,-0.0049,-0.0341
199209,0.011,0.0027,0.0184,0.0014,0.0336,0.0181,0.0408,-0.0497,0.0083,0.0347
199210,-0.0085,0.0007,0.009,-0.0346,0.0212,-0.0054,0.0437,0.0335,-0.0043,0.0298
199211,0.0365,0.0864,0.0397,-0.0268,0.0633,0.0429,0.0716,0.0483,-0.0024,0.0601
199212,0.0008,0.0339,0.0141,0.0191,0,0.0557,0.0064,-0.0136,0.0271,0.0386
199301,-0.0078,0.0945,0.0014,0.0277,0.0484,0.0116,0.0011,-0.0684,0.0245,0.0328
199302,-0.0205,-0.0028,0.0166,0.0596,-0.0034,0.0572,-0.015,-0.0896,0.0621,0.004
199303,0.0001,0.0549,0.022,0.0411,0.0222,0.0326,0.0282,0.0074,0.0176,0.0393
199304,-0.0924,0.0232,0,0.0115,-0.0368,-0.0287,-0.0813,0.0131,-0.0014,-0.032
199305,0.0267,0.0112,0.0237,0.0176,0.0878,0.0423,0.0587,0.0358,-0.0005,0.0171
199306,-0.0075,0.0331,-0.0032,-0.0113,-0.0042,0.0464,-0.0288,-0.0299,0.0318,0.0219
199307,-0.0236,0.0168,-0.0011,0.0049,-0.0388,0.0215,0.0071,-0.0594,0.0194,0.0205
199308,0.0428,0.005,0.0343,0.0422,0.064,0.0547,0.0397,0.0313,0.0368,0.0343
199309,-0.0179,0.0082,-0.0193,0.0138,0.0132,-0.0048,-0.0027,0.0088,-0.0064,0.0171
199310,0.0609,0.0751,0.0311,-0.0194,0.0162,0.0259,0.0474,0.0594,-0.0196,-0.023
199311,0.0067,0.0084,0.0133,-0.0594,0.0001,-0.0604,0.0064,0.011,-0.0552,-0.0278
199312,0.0146,0.0451,0.0373,0.006,0.0298,-0.0044,-0.0182,0.0245,0.0161,0.0262
199401,-0.0044,0.0696,0.0485,0.049,0.0472,0.0201,0.0103,0.0198,-0.0122,0.0441
199402,-0.0128,-0.0436,-0.0065,-0.0294,0.0166,-0.0553,0.0192,-0.0557,-0.0496,-0.0388
199403,-0.0405,-0.0642,-0.0445,-0.0358,-0.0389,-0.0374,-0.0481,-0.0668,-0.0393,-0.0425
199404,0.0122,-0.0045,0.0006,0.0417,-0.0159,0.0142,0.002,0.023,0.0212,0.0127
199405,-0.0133,-0.0277,0.0206,0.0092,0.0208,0.0166,-0.0181,0.0443,-0.0535,0.03
199406,-0.0183,-0.0344,-0.0257,-0.0273,-0.0523,0.0071,-0.0267,-0.0375,-0.0314,-0.0264
199407,0.0294,0.0368,0.0456,0.0326,0.0387,0.032,0.0086,0.0108,0.0517,0.0269
199408,0.0603,-0.0025,0.0473,-0.0012,0.0928,0.0116,0.0457,0.1082,0.0066,0.0351
199409,-0.0034,-0.0507,-0.0166,-0.0209,-0.0049,-0.011,-0.0237,0.0172,-0.0278,-0.042
199410,0.0216,-0.0149,0.0058,0.074,0.0723,-0.0008,0.0124,0.0091,0.0157,0.0005
199411,-0.0167,-0.0511,-0.0543,-0.0483,-0.0214,-0.0545,-0.0341,0.0047,0.0027,-0.0516
199412,0.0132,0.0385,0.0406,-0.0101,0.025,0.009,-0.0285,0.0058,0.0035,0.0142
199501,0.0185,-0.0582,-0.0039,0.0038,-0.0082,0.042,0.0153,0.0618,0.0622,0.0468
199502,0.0299,0.0506,0.0555,0.0449,0.0675,0.0151,0.0273,0.0224,0.0082,0.0487
199503,0.0273,0.0144,0.0346,0.0528,0.0452,0.0028,0.0352,0.0278,-0.0175,0.0193
199504,0.0184,0.0146,0.0297,0.0225,0.0829,0.0159,-0.0169,0.0302,0.0238,0.0169
199505,0.0472,0.0483,0.0319,0.0409,0.0308,0.0063,0.0268,0.0163,0.0603,0.0448
199506,0.0169,0.0082,0.0208,-0.0308,0.098,0.0386,0.0493,0.0449,-0.0046,0.022
199507,0.0125,0.0265,0.035,0.023,0.0791,0.0515,0.0354,0.0539,-0.0038,0.0484
199508,0.0068,0.0072,-0.0021,-0.0159,-0.0008,0.0432,-0.0274,0.0107,0.0099,0.0367
199509,0.0669,-0.0052,0.0223,0.0129,0.0128,0.0564,0.0282,0.0748,0.0629,0.0452
199510,0.0036,-0.0478,-0.0269,-0.0026,0.0145,-0.0012,-0.0545,0.0111,0.0149,-0.0206
199511,0.0452,0.0545,0.0648,0.0477,-0.0069,0.0281,0.0615,0.0499,0.0156,0.0613
199512,0.017,0.0315,0.0154,0.058,-0.0421,0.0394,-0.008,0.0591,0.0508,0.0108
199601,0.0267,0.035,0.0334,-0.004,0.0195,0.0232,-0.0035,0.0604,0.0186,0.0355
199602,0.0312,0.0202,0.0092,0.0104,0.0633,-0.0219,0.0439,-0.0112,-0.0263,0.0217
199603,-0.0094,0.0428,0.0353,0.0499,-0.0343,-0.0187,0.0598,0.0019,-0.0052,0.0175
199604,0.001,0.0354,0.0164,0.0342,0.1001,0.027,0.0426,-0.0061,-0.0268,0.0026
199605,0.0656,0.0225,0.0234,0.0047,0.0385,0.0005,0.0441,0.0394,0.0133,0.0153
199606,0.0324,-0.0493,-0.0043,0.0096,-0.0492,0.0042,-0.0165,-0.0023,0.0526,-0.0029
199607,-0.041,-0.0445,-0.0399,-0.0461,-0.0737,-0.0854,-0.0756,-0.0607,-0.0582,-0.0429
199608,-0.0075,0.0308,0.0327,0.0291,0.044,-0.0093,0.0583,0.0422,0.0289,0.039
199609,0.0368,0.0117,0.061,0.0402,0.1063,0.0153,0.0356,0.0733,0.0067,0.0507
199610,0.0178,0.0374,0.0161,0.059,-0.0196,-0.0072,-0.0223,-0.0071,0.0361,0.0395
199611,0.0513,0.0586,0.0604,0.0551,0.1193,0.0565,0.0308,0.0667,0.0261,0.0752
199612,0.0051,-0.0241,-0.0039,0.008,-0.027,0.0264,-0.0347,-0.0265,0.0015,-0.0176
199701,0.0558,0.0283,0.042,0.0436,0.0933,0.0234,0.0016,0.0952,0.009,0.0603
199702,0.0409,0.0056,0.0078,-0.0567,-0.0734,0.0229,0.0306,0.0097,-0.0055,0.026
199703,-0.0512,-0.0325,-0.0373,0.0526,-0.0566,-0.0759,-0.0131,-0.0736,-0.0276,-0.0589
199704,0.0519,0.0396,0.0533,0.0006,0.077,0.0254,0.0222,0.0619,-0.014,0.052
199705,0.0589,0.0628,0.0781,0.073,0.1016,0.0664,0.0605,0.0688,0.0378,0.0621
199706,0.0353,0.0343,0.0519,0.0131,0.0147,0.0378,0.0505,0.0888,0.0305,0.0538
199707,0.0335,0.0746,0.0716,0.0744,0.1596,0.0269,0.0775,0.0204,0.028,0.093
199708,-0.0625,0.0137,-0.0554,0.0027,-0.013,-0.0248,-0.0257,-0.0613,-0.0116,-0.0474
199709,0.0556,0.0534,0.0332,0.0628,0.0347,0.0965,0.0517,0.066,0.0464,0.0792
199710,-0.0314,-0.033,-0.0589,-0.02,-0.0842,0.0307,-0.0217,0.0016,0.0092,-0.0267
199711,0.0645,-0.0163,0.0422,-0.0354,0.0146,0.105,0.0536,0.0284,0.0715,0.0302
199712,0.0378,0.041,-0.0024,-0.0146,-0.0418,0.0452,-0.0024,0.0355,0.0795,0.0526
199801,-0.0289,0.0055,0.0073,-0.0573,0.0525,0.0471,0.0091,0.0573,-0.0439,-0.0208
199802,0.0514,0.1228,0.0713,0.0683,0.1042,0.0266,0.104,0.0547,0.0264,0.0813
199803,0.0572,0.0624,0.0487,0.0478,0.0133,0.098,0.0654,0.0361,0.0677,0.058
199804,-0.031,0.0099,0.0124,0.0379,0.0509,-0.0305,-0.0037,0.019,-0.0251,0.0181
199805,0.0108,0.072,-0.0247,-0.0421,-0.0695,-0.0152,0.0214,-0.0246,-0.0088,-0.0309
199806,0.038,0.018,-0.0057,-0.0133,0.0873,0.0319,0.0479,0.0616,0.0284,0.0308
199807,-0.0407,-0.0132,-0.0573,-0.0669,0.0047,0.0379,-0.0312,-0.0022,-0.0535,-0.0176
199808,-0.13,-0.1917,-0.143,-0.1037,-0.176,-0.1181,-0.1423,-0.1225,0.0229,-0.2149
199809,0.013,0.0155,0.0052,0.1304,0.1518,0.1014,0.0147,0.1201,0.0796,0.027
199810,0.108,0.1171,0.1125,0.0127,0.0635,0.0672,0.1064,0.0385,-0.0177,0.0891
199811,0.0633,0.0484,0.0362,0.0047,0.1161,0.0368,0.0949,0.0617,0.0135,0.0619
199812,0.0051,0.0426,0.0238,-0.0115,0.1525,0.1435,0.09,0.0502,0.0282,0.0346
199901,-0.0341,0.0543,0.0054,-0.0551,0.1509,0.0871,0.024,0.0024,-0.0627,0.011
199902,-0.0379,-0.0431,-0.0197,-0.0316,-0.1146,-0.0291,-0.0149,0.0023,-0.0377,0.0002
199903,-0.0196,-0.0084,0.0478,0.154,0.0851,-0.0069,0.0283,0.0256,-0.0171,0.0247
199904,0.0375,0.1033,0.0935,0.1589,0.0237,0.0829,0.0054,-0.0554,0.0718,0.0669
199905,0.0141,-0.0554,-0.032,-0.0313,-0.0067,0.0104,-0.029,-0.0204,0.0673,-0.0376
199906,0.0033,0.0059,0.0453,-0.0147,0.1172,0.0584,0.0787,0.045,-0.0429,0.0319
199907,-0.0247,-0.0598,-0.013,0.0157,-0.018,-0.0161,-0.0507,-0.0444,-0.0048,-0.0603
199908,-0.0462,0.0115,-0.0056,0.0181,0.0545,-0.0758,-0.0597,0.0373,0.0055,-0.0521
199909,-0.0676,-0.0776,-0.0309,-0.0386,-0.0021,0.0443,0.0147,-0.0709,-0.0437,-0.0437
199910,0.0646,0.0447,0.0574,-0.0155,0.0325,0.095,0.0337,0.1079,0.0224,0.1131
199911,-0.0122,-0.0196,-0.0108,0.0374,0.1287,0.0434,0.0427,0.0149,-0.0739,-0.023
199912,-0.025,0.0289,0.1026,0.006,0.2076,0.0418,0.0666,-0.0564,-0.0224,0.0146
200001,-0.0478,-0.0086,-0.0867,0.0091,-0.047,-0.0398,-0.1136,0.0754,0.0606,-0.0469
200002,-0.0619,-0.08,-0.0394,-0.0566,0.1818,-0.0347,-0.0374,-0.0292,-0.0726,-0.0712
200003,0.0776,0.1052,0.0748,0.1209,0.0395,0.0752,0.1332,0.003,0.0577,0.1408
200004,-0.0182,0.0929,0.0145,-0.0192,-0.1069,-0.0787,-0.0447,0.0528,0.076,-0.0312
200005,0.0722,-0.1323,-0.0166,0.0954,-0.1084,-0.1043,-0.0277,0.0395,0.039,0.034
200006,0.0239,-0.0947,-0.0126,-0.0535,0.1303,0.0419,-0.0231,0.1152,-0.0476,-0.0294
200007,0.0078,0.0461,-0.0154,-0.0256,-0.0516,-0.0736,-0.0134,-0.0616,0.0443,0.0549
200008,-0.0181,0.0457,0.0699,0.0872,0.1255,-0.0104,-0.0234,0.0354,0.1173,0.0915
200009,0.0346,-0.041,-0.0579,0.0454,-0.1499,-0.0402,0.0282,0.0371,0.0963,0.0025
200010,0.0764,0.0188,0.0423,-0.0288,-0.0723,-0.0035,-0.0162,0.0262,-0.0225,-0.011
200011,0.0279,-0.1121,-0.0336,-0.0252,-0.2331,-0.1559,-0.0136,0.0081,0.031,-0.0612
200012,0.0547,0.0107,0.073,0.0761,-0.0792,-0.0423,0.057,0.0353,0.0658,0.072
200101,-0.0192,0.132,-0.0101,-0.034,0.1646,0.1427,0.0652,-0.0896,-0.1077,0.0017
200102,0.0018,-0.0125,-0.0366,0.0005,-0.2591,-0.0995,-0.0534,-0.0048,0.0624,-0.0441
200103,-0.0465,-0.0306,-0.0618,-0.0014,-0.1359,-0.0586,-0.0282,-0.0844,0.0164,-0.0429
200104,0.0091,0.0844,0.0743,0.1007,0.1793,0.0267,0.0563,0.0398,0.0546,0.0594
200105,0.0336,-0.0232,0.0251,0.0011,-0.0329,-0.0132,0.0151,0.0302,0.0001,0.0366
200106,-0.0162,0.0348,-0.0447,-0.0749,0.0143,-0.0307,-0.0251,-0.0287,-0.0622,0.0005
200107,-0.0019,0.0321,0.0051,-0.0223,-0.0756,-0.0073,0.0454,0.0233,-0.038,-0.0226
200108,0.0251,-0.1136,-0.0192,-0.0348,-0.1262,-0.0926,-0.0696,-0.0311,0.0068,-0.0541
200109,-0.0257,-0.1691,-0.1276,-0.056,-0.1893,-0.0246,-0.0957,-0.0058,-0.061,-0.0822
200110,0.0108,0.0091,0.0387,0.0463,0.1567,-0.0942,0.0156,0.0118,0.0136,-0.0081
200111,0.0208,0.1552,0.0835,-0.0407,0.1589,0.0603,0.0976,0.0504,-0.0132,0.0753
200112,0.0202,-0.0095,0.0266,0.0592,-0.0059,0.0275,0.0432,-0.0289,0.0424,0.0344
200201,0.0192,0.029,0.0165,-0.0285,-0.0054,-0.0722,0.0258,-0.0236,-0.0403,-0.0159
200202,0.0436,0.0311,0.043,0.0545,-0.1311,-0.0239,-0.0012,-0.0049,-0.0038,-0.0016
200203,0.0374,0.069,0.0496,0.0763,0.0642,0.0033,0.0212,0.0046,0.0998,0.0531
200204,0.0266,0.0175,-0.0147,-0.046,-0.1171,-0.127,-0.0168,-0.0757,0.001,-0.0299
200205,0.0144,-0.002,-0.0031,-0.0076,-0.0377,0.0298,-0.015,-0.0223,-0.0599,-0.006
200206,-0.0579,-0.0811,-0.031,-0.0004,-0.1216,-0.1439,-0.0511,-0.096,-0.0528,-0.0491
200207,-0.0672,-0.123,-0.0842,-0.1179,-0.0962,-0.1169,-0.1144,-0.0255,-0.12,-0.0646
200208,0.0249,0.004,-0.013,0.0058,-0.0089,0.0034,0.0189,0.0065,0.0342,0.0091
200209,-0.0768,-0.1109,-0.0826,-0.0815,-0.1668,-0.0932,-0.0943,-0.0586,-0.108,-0.1074
200210,0.0522,-0.0327,0.0381,0.032,0.1929,0.2134,0.0568,0.0569,-0.0063,0.0641
200211,-0.0127,0.1209,0.0611,0.0306,0.161,0.1183,0.0194,0.0371,0.0157,0.045
200212,0,-0.0731,-0.0375,0.0084,-0.1294,-0.0907,-0.0693,-0.0405,0.0385,-0.0499
200301,-0.0478,-0.0327,-0.0403,-0.025,-0.015,-0.0348,-0.0474,-0.0059,-0.0324,-0.0225
200302,-0.0311,-0.0507,-0.0226,0.0191,0.013,-0.0644,-0.012,-0.0194,-0.0394,-0.0254
200303,-0.0267,-0.0277,0.014,0.0151,-0.0095,-0.0057,0.0463,0.0379,0.043,0.0091
200304,0.047,0.152,0.0636,-0.0046,0.0925,0.1117,0.0896,0.0432,0.0728,0.1166
200305,0.0922,0.0284,0.0461,0.0861,0.097,0.0622,0.0342,0.039,0.101,0.0523
200306,0.0157,0.0268,0.0051,-0.0098,0.0026,0.0196,0.0343,0.0412,0.0073,0.0088
200307,-0.0233,0.0654,0.0495,-0.0257,0.0567,-0.0163,0.0332,0.006,-0.0519,0.036
200308,0.0066,0.0781,0.0411,0.0613,0.0606,0.0136,0.0676,-0.0254,0.0192,0.0053
200309,0.0111,-0.0414,-0.0369,-0.0215,-0.0091,-0.0566,-0.0453,0.0024,0.0387,0.0034
200310,0.0559,0.0704,0.0888,0.0164,0.0825,0.0669,0.0903,0.0073,0.0155,0.0647
200311,0.0378,0.031,0.0209,0.0063,0.0187,-0.006,0.0057,0.0163,0.0095,0.0101
200312,0.0331,0.1234,0.0672,0.1356,0.0216,0.0735,-0.0213,0.0569,0.0581,0.0436
200401,0.0013,-0.0122,-0.0064,0.0024,0.0447,0.0143,0.0045,0.0304,0.0191,0.0275
200402,0.0428,-0.0012,0.02,0.0453,-0.0293,-0.0077,0.0608,0.0091,0.0209,0.0198
200403,-0.003,-0.0119,-0.0026,-0.0002,-0.025,-0.0241,0.003,-0.039,0.0118,-0.0061
200404,0.0151,0.0236,-0.0016,0.0262,-0.0488,-0.0049,-0.0268,0.0358,-0.0352,-0.0387
200405,-0.0219,-0.0163,0.0162,0.0063,0.048,-0.0289,0.0027,-0.0038,0.0125,0.0194
200406,0.0187,0.0504,0.0535,0.0537,0.0267,0.006,0.0007,-0.0038,0.0203,0.0144
200407,-0.0583,-0.0464,-0.0407,0.0335,-0.085,-0.0133,-0.0398,-0.0587,0.0105,-0.0241
200408,0.0082,-0.0222,0.0135,-0.0134,-0.0454,0.013,-0.0115,0.0167,0.0367,0.0195
200409,-0.0176,0.023,0.0191,0.0877,0.0343,0.0134,0.0258,-0.0142,0.0138,0.0125
200410,0.0286,-0.03,-0.0138,0.0063,0.0515,0.0335,0.0308,-0.024,0.0425,0.0119
200411,0.0452,0.0728,0.0716,0.0652,0.0575,0.0353,0.0361,0.0066,0.0489,0.0492
200412,0.048,0.0487,0.0256,-0.0227,0.031,0.0428,0.0343,0.0566,0.0248,0.0442
200501,-0.0008,-0.0702,-0.0174,0.0298,-0.0633,-0.0417,-0.0108,-0.0405,0.0178,-0.0245
200502,0.0061,-0.0024,0.0406,0.1936,0.0005,-0.0029,0.0086,0.0248,0.0235,0.002
200503,-0.0088,-0.0798,-0.0142,-0.035,-0.0252,-0.0012,0,-0.0041,0.0064,-0.0238
200504,-0.0102,-0.1113,-0.0475,-0.0564,-0.0446,-0.0198,-0.0535,0.0395,0.0214,-0.0162
200505,0.0226,0.0882,0.0292,0.0207,0.0823,0.0146,0.0639,0.0145,0.0163,0.0334
200506,-0.0161,0.0208,-0.0114,0.0571,-0.0166,0.0017,0.0246,-0.0057,0.0557,0.0143
200507,0.0237,0.0542,0.0578,0.0612,0.0605,0.0298,0.0584,0.0373,0.0296,0.0249
200508,0.0003,-0.0292,-0.0145,0.057,-0.004,-0.0113,-0.0556,-0.0033,0.0123,-0.0172
200509,0.0005,-0.0513,0.0078,0.0726,0.0075,-0.0151,-0.0175,-0.0195,0.0438,0.0132
200510,-0.0218,-0.044,-0.0245,-0.1017,-0.0157,-0.031,0.0162,-0.0325,-0.0685,0.0132
200511,0.0116,0.0224,0.0532,0.0104,0.065,0.0256,0.04,0.0157,-0.0021,0.0498
200512,0.0013,-0.0067,0.0144,0.0046,-0.0186,-0.0158,-0.0061,0.024,0.0123,0.0012
200601,0.0023,0.0586,0.0508,0.1255,0.0408,0.0372,0.0198,0.0215,0.0302,0.0158
200602,0.0128,-0.0048,0.0115,-0.0813,-0.012,0.0331,0.0144,0.0107,0.0023,0.0107
200603,0.013,0.0271,0.03,0.0397,0.0295,0.0183,0.0241,-0.0096,-0.0362,0.0185
200604,0.0117,0.0031,0.0399,0.0467,-0.0105,0.0168,-0.0166,-0.0193,0.0185,0.0223
200605,0.0184,0.0069,-0.0333,-0.0339,-0.0695,-0.0026,-0.0193,-0.0218,0.0151,-0.0341
200606,-0.0003,0.0179,-0.0049,0.0282,-0.0123,0.0286,0.0027,-0.0014,0.024,-0.0033
200607,0.0349,-0.0296,-0.0367,0.0514,-0.0385,0.0249,-0.0429,0.0427,0.0488,-0.0113
200608,0.0309,0.0243,0.0203,-0.0319,0.073,0.0211,0.022,0.0229,0.0232,0.0164
200609,-0.0031,0.0426,0.0193,-0.0376,0.0358,0.034,0.0569,0.0167,-0.0211,0.0336
200610,0.0259,0.0499,0.0442,0.0522,0.0427,0.0529,0.0398,0.0166,0.0534,0.0285
200611,0.0144,0.018,0.0356,0.0856,0.03,0.0079,-0.0126,0.0005,0.0299,0.0168
200612,0.0198,-0.008,0.0051,-0.0203,-0.0103,0.0429,0.0147,0.0008,0.0067,0.0325
200701,0.0135,0.0283,0.0318,-0.0124,0.0211,0.0279,0.0365,0.035,0.004,0.0108
200702,-0.0179,-0.0048,0.008,-0.0214,-0.0247,-0.0264,-0.0059,-0.028,0.0419,-0.0227
200703,0.0247,-0.0103,0.0159,0.0591,0.0085,0.0233,0.0075,-0.0021,0.043,-0.0032
200704,0.0374,0.0612,0.0441,0.052,0.0489,0.0194,0.0227,0.0684,0.0394,0.0338
200705,0.0281,0.0315,0.0476,0.0705,0.0392,0.0713,0.0241,0.0112,0.0119,0.033
200706,-0.0086,0.0192,-0.0067,0.0087,0.0061,-0.0172,-0.0195,-0.034,-0.0479,-0.0273
200707,-0.0426,-0.0576,-0.0003,-0.011,-0.0104,-0.031,-0.0537,-0.0398,-0.0381,-0.0553
200708,0.0183,-0.0173,0.0072,0.003,0.029,-0.0087,0.014,0.0225,0.0201,0.0091
200709,0.0376,0.0176,0.0541,0.0782,0.0428,0.0212,-0.0071,0.0355,0.0351,0.0268
200710,0.022,0.0098,0.0103,0.0278,0.0708,-0.0213,0.0107,0.0155,0.0674,-0.0018
200711,0.0104,-0.0901,-0.0268,-0.0435,-0.0742,-0.0656,-0.0377,0.0003,-0.0058,-0.063
200712,-0.0111,-0.0226,0.0098,0.0764,0.0146,-0.0038,-0.0272,-0.0407,0.0093,-0.0365
200801,-0.0495,-0.0537,-0.0738,-0.091,-0.1253,-0.0781,-0.0043,-0.0455,-0.0694,-0.0195
200802,-0.0022,-0.0594,0.0073,0.0681,-0.0379,-0.0368,-0.0485,-0.0091,-0.0306,-0.0836
200803,0.0118,-0.0417,0,-0.0297,0.0055,-0.002,0.0188,-0.018,0.0084,-0.017
200804,-0.0138,0.0671,0.0499,0.107,0.068,0.0464,0.0517,0.0042,0.0631,0.0358
200805,0.0367,0.0128,0.0334,0.0417,0.0557,0.0486,0.0104,0.0163,0.0354,-0.0241
